ID,Predicted
237,2164.3865391186105
238,185.68413810033704
239,1502.227119805705
240,735.9322347957709
241,-2350.8912543159213
242,897.2427178774827
243,1204.716543564554
244,725.8916171405662
245,1646.9795215440522
246,-248.1513161037344
247,768.4063480113858
248,1247.2337457364429
249,1450.373189646308
250,1737.096926014897
251,1217.585159346124
252,-1036.1751461942083
253,1415.5757532745981
254,-3964.178712172281
255,1455.8087083441176
256,195.2358902512543
257,4245.513097015267
258,-12.113320377104465
259,-439.8646658915389
260,602.2542518001096
261,1422.404770561823
262,1348.577070038508
263,-427.61413173298695
264,86.14271719212114
265,-537.9846562916422
266,1102.5200448799903
267,364.4539501834849
268,3073.672657531375
269,-1456.1162805406786
270,4.7121313812813
271,2431.219949450806
272,183.26320064432215
273,3457.3548001869176
274,2225.9828167505657
275,449.36609490881625
276,431.86702731925834
277,1560.351940360808
278,-1457.5053310765122
279,1282.0506730832678
280,1162.0672146361396
281,1987.7567389584297
282,-2146.2731606124776
283,928.011243732525
284,1976.6110265282978
285,2934.12071607775
286,1569.0440800126548
287,1737.096926014897
288,356.9882654616199
289,1962.7311260392864
290,-405.0949874239476
291,1485.047954490602
292,2703.723485961087
293,973.4656032008919
294,5252.65858480095
295,914.1089192804486
296,987.4474268222516
297,4579.210918131254
298,2608.334132532962
299,903.2329456948711
300,-1236.4176807934941
301,2860.9403908858985
302,1170.6159889942821
303,979.5465050161522
304,2708.1309758769357
305,4431.240594064433
306,420.4486059909345
307,2106.02769373581
308,704.0203614979753
309,2851.2006842175497
310,1308.090482239165
311,3117.5947990284726
312,487.87289887608296
313,5140.924952186122
314,3096.5103370352695
315,7203.395008345942
316,1893.7453448062195
317,-1673.7046274058814
318,1802.2350779415392
319,1965.9948142206529
320,-58.583455008229315
321,1410.5337429583933
322,1237.3366989729163
323,1106.465766041343
324,-29.33644814510535
325,1205.6524468852263
326,-119.1356387136127
327,1481.1537608558829
328,1445.8543823527696
329,178.1641102435889
330,3578.857474428873
331,3931.4723823286085
332,869.0767570104263
333,-524.4892159647721
334,6593.991468268439
335,6000.231272872748
336,-1980.6528735771005
337,-288.15840108065834
338,-3354.508217078055
339,-190.94206715782792
340,3161.494351713051
341,-2821.6549416119096
342,1992.1222235122116
343,-1456.1162805406786
344,986.7439632019152
345,377.9640091623485
346,2044.7771140269551
347,3586.8242473540295
348,1607.1802440039032
349,-2212.660111333072
350,-279.2078034649283
351,2171.0955799477647
352,4735.140948068837
353,-504.8730067530876
354,1367.433820011191
355,1915.758854611208
356,-1800.5901496319689
357,-344.98347299415246
358,4006.953372604153
359,-1012.9699081834499
360,-122.76339426797391
361,-190.94206715782792
362,2757.727820046605
363,53.08135576652505
364,4112.80952193792
365,6049.109003143248
366,2364.473911529168
367,-2825.025186312777
368,3632.6129670662185
369,446.21035982176517
370,86.05554397934134
371,4604.27755604401
372,376.23384927098294
373,1847.8871713269743
374,-1226.2291556631922
375,1885.730733441943
376,1258.6961022669373
377,-316.6005951984731
378,1356.016607763421
379,410.5648811053278
380,174.63446916534429
381,3638.688366564957
382,1566.8775522700007
383,1151.5339148449314
384,850.288657632948
385,452.98602512430193
386,727.8038085774283
387,3208.5703129231124
388,739.6541400961821
389,2502.3998060143203
390,728.521403732288
391,645.5860602103813
392,3129.9255421395546
393,-762.8345489102218
394,2666.9693681578096
395,-1620.7400454663066
396,1736.3264067644895
397,3208.5703129231124
398,-1217.7311121247023
399,158.27024544521302
400,-487.3089278665766
401,1721.455951287571
402,566.7525750051473
403,-1515.385465685213
404,2390.3112815221375
405,-255.14441498512042
406,1525.7591031162335
407,-2043.1817533371006
408,652.9147780361731
409,1427.582624969917
410,158.69422120747328
411,577.7858700182566
412,970.9995131736632
413,1282.0506730832678
414,587.6785647513159
415,24.34688552629679
416,2434.9696772287716
417,-1149.991794650259
418,1835.2497369006198
419,2724.2902742269157
420,2299.1025312960273
421,-174.55297609962304
422,684.0053031493748
423,406.5680554040849
424,2189.872125634821
425,4501.250339778818
426,1326.1107246202323
427,-153.9267498002232
428,916.0945420743532
429,743.7885500990988
430,-1037.6430579803832
431,88.58420719870746
432,4525.64511130187
433,-2013.941204415462
434,1043.9392471796305
435,4058.874265666996
436,2563.4089120123303
437,2621.1841402691543
438,2531.7713217084142
439,1852.5202166244737
440,-2408.0195010026177
441,1113.6805561593426
442,710.2547397693891
443,1035.5453454354258
444,-903.9843306951865
445,1677.05638014165
446,1519.4130052615196
447,4538.831266896408
448,4022.566505729524
449,-1049.3323339664043
450,4747.535965551464
451,3562.054474788087
452,-1831.3260654984317
453,2592.6410017172593
454,1100.7576678200026
455,2029.3841222807907
456,3910.061772707057
457,1450.373189646308
458,1953.3954300503424
459,228.79096247886008
460,3658.822578024437
461,-2392.104195437284
462,2576.914337629381
463,872.9202539318743
464,-50.843616239186474
465,1066.3669067845776
466,-449.368849810658
467,-1510.342621198105
468,-412.08835350728424
469,2412.784485752067
470,-985.5395177954302
471,700.0665075182083
472,3771.081087029691
473,-1758.7464051610123
474,754.0542944009411
475,4152.7910699194235
476,486.9162158154912
477,3929.3161250438015
478,1305.7447778270841
479,2561.287679851867
480,225.84641730455974
481,4098.108882139009
482,578.925170309486
483,-3057.6159037915454
484,1275.5485433009062
485,310.7138701262714
486,2009.9284462319602
487,-1752.3855872113095
488,1198.8063371574956
489,3130.3468044936053
490,1741.5280094491507
491,-2397.235998421817
492,2235.060252008579
493,-1378.0405345757117
494,161.08085506518734
495,3114.901318251084
496,2913.7418540408285
497,2973.3939326941895
498,4095.2442659560866
499,-183.1246219394432
500,614.154204287352
501,2272.428158945103
502,627.7416059716195
503,452.98602512430193
504,1006.2996695906552
505,2320.986098411971
506,-1399.4985542066913
507,-586.1498560893203
508,3165.5283333790176
509,2221.2131220619567
510,4184.107248629961
511,-4113.140726888847
512,3570.7020415068723
513,-2413.55802783878
514,4559.996534594601
515,3412.673935969411
516,161.54161695232966
517,-323.80431243081887
518,-1324.8423974986279
519,-776.4064321587372
520,-3318.7041531421432
521,4475.746880731338
522,1626.4096370472816
523,4236.623207307597
524,-108.72158823504317
525,51.064828619623256
526,1308.090482239165
527,449.36609490881625
528,3329.566426180552
529,325.6995654132696
530,4524.588163283495
531,1100.7576678200026
532,-1473.028757718613
533,269.3715042147314
534,5367.551888157587
535,709.1489744671164
536,3945.749370452898
537,-1083.9207355956203
538,-3255.759935515132
539,2410.6358874715556
540,861.7045552321878
541,1503.45730979472
542,3211.3019446065878
543,4257.224917769138
544,-775.7877178552436
545,-699.8905678654755
546,-768.143009096475
547,3572.6315174286806
548,3150.565580582275
549,-2548.2466233141877
550,1574.4746187334117
551,-1889.083606298877
552,-1225.3238207920758
553,2253.0390438234786
554,2077.6526503087603
555,1190.6851789646073
556,3301.0797507771163
557,3703.6555291682075
558,5793.091881816454
559,2034.004734254445
560,819.1107878597318
561,-1064.7370802078717
562,-1790.200066553527
563,1649.669483392638
564,1805.8515290121038
565,3057.0760617187407
566,-3600.0055054290933
567,1117.2164463223858
568,1048.985852000863
569,1824.7912520742652
570,3384.9712095416494
571,3383.0695614944016
572,-536.7577863421183
573,-571.7850356900824
574,-1711.2678279649951
575,889.8761630137848
576,2037.8250538634118
577,2146.525344356226
578,2945.4815971630983
579,161.53580337020838
580,2770.786254246023
581,1953.3954300503424
582,3666.6540082493666
583,920.2435585476229
584,3375.736704331332
585,418.0500499710324
586,3049.4159592600327
587,422.3992001509543
588,2152.758860513485
589,-366.1780338229573
590,-1927.6016724042377
591,2927.4455494333774
592,792.4347035541062
593,34.87518577005932
594,-24.562562688659415
595,259.23200186231975
596,5307.650494206882
597,1191.72103083159
598,2326.8033679896644
599,-3090.7312650615822
600,5026.8003758105315
601,2202.9907825905975
602,592.5473560848774
603,-1743.6268617904586
604,-326.7199298459611
605,2515.797745704775
606,-2357.063979288494
607,2243.6329284791527
608,2459.90079539012
609,-819.4979440378122
610,1988.1388037751851
611,2034.0277299111617
612,2851.7904930606996
613,-466.36317506645383
614,3714.6647288568906
615,1172.1135740179113
616,101.8900323987218
617,973.114702381341
618,2045.6571460847595
619,210.2290429708462
620,-235.82995765330654
621,1954.9763780339847
622,4112.80952193792
623,-1681.327037807912
624,753.5627000367717
625,1205.0385018667303
626,-366.1780338229573
627,4883.410556421873
628,-1113.021498545371
629,752.2740798341135
630,-775.7877178552436
631,1.48880262269982
632,278.0828923074312
633,1848.8692705577485
634,-43.758000023939815
635,-647.3340319757384
636,723.0845607698571
637,511.99642046714115
638,-622.5682712014202
639,5223.2102891426
640,-454.3293370429627
641,929.51107638417
642,-432.7391404966161
643,-2119.8367391571555
644,4696.363837631246
645,1308.090482239165
646,2218.6447690928762
647,2122.732389352524
648,5121.19726849821
649,-985.7101409969022
650,52.47456659685324
651,1825.84794788057
652,580.8489244974311
653,3714.6647288568906
654,2404.560210725761
655,-2151.224739972227
656,4426.0403668368845
657,1286.7088555087066
658,-475.46170903927367
659,462.57746631817935
660,148.39261816303687
661,2440.0409435199745
662,2857.45955421958
663,235.3147051303243
664,1646.407359142356
665,747.1696699346138
666,3312.295217650665
667,2328.660958135025
668,3535.4064876185935
669,2352.5122302324585
670,-396.7924047673859
671,1978.0367473459785
672,2614.0002849892794
673,3476.010924745628
674,2153.7212837594743
675,1165.978772920546
676,-1540.6066736505293
677,5351.823321022967
678,-144.31539633525944
679,1321.8117427405573
680,-2123.5370068706034
681,225.84641730455974
682,1556.8952571337425
683,187.77575312380873
684,1291.626682997276
685,161.53580337020838
686,1863.991916579198
687,-1994.353066916033
688,-2200.398526003855
689,-908.8808037186984
690,-367.5089371832263
691,-135.4555609708718
692,1540.4893146637837
693,1359.2103083191932
694,796.8009128087675
695,-516.6578885995035
696,487.5477425776053
697,1207.2406176711302
698,-805.5817328182807
699,-1560.0570316075505
700,-174.55297609962304
701,1282.0506730832678
702,-1127.4608989428702
703,2276.570384806471
704,1593.3270875778912
705,-337.2826873179919
706,2402.2763118445364
707,4391.62938353312
708,701.2627975189258
709,4804.948023131643
710,1091.2500514624344
711,40.410883838237766
712,-3225.661746294453
713,4176.986977521503
714,1128.3299581141725
715,1165.24770900421
716,-1877.320746335093
717,997.9262428114046
718,4091.2436593930574
719,-2982.1520248347697
720,-2627.107332109238
721,1726.054242931201
722,2451.180890737091
723,1634.825745989117
724,-1206.8913998794849
725,-868.7069859828403
726,1210.4710958917678
727,-593.3346160909157
728,-1390.888653008179
729,3992.327584772184
730,111.44251904522685
731,1893.8918794165668
732,-1125.6203613634727
733,3097.9478825066612
734,3359.115215202509
735,905.5804246232268
736,2766.837299533529
737,-970.1046506457105
738,1746.87679586274
739,-1045.164460309716
740,1891.0313153715501
741,163.57632490370835
742,-260.39589337025274
743,1179.8104522133249
744,136.4124128854448
745,-3834.3036702242302
746,-1562.9697974517537
747,2696.5712272621026
748,5452.704422816798
749,-1224.7539053184596
750,-2614.1065043326576
751,-625.9687113736151
752,4503.220890451682
753,-540.1123286202094
754,4646.909239161895
755,1891.5309159863655
756,-20.988562382026274
757,1978.2117622296012
758,2131.1683949167473
759,3382.829447801121
760,3143.014679344823
761,337.3252737176979
762,3342.039304737141
763,148.39261816303687
764,1830.9986066520469
765,882.3657999028301
766,1646.9795215440522
767,-309.73092177357097
768,-1191.8766331613072
769,1686.0183806148084
770,1493.0901412676008
771,839.1898944415328
772,-2588.902803512382
773,12.545157138840295
774,-497.0494394440398
775,-1926.366498740717
776,584.1297612580191
777,4066.3733702375416
778,-1826.7736968044742
779,73.9814396205715
780,-985.5395177954302
781,3643.8152717941243
782,-671.5147599171682
783,4346.534784287959
784,-1066.3789154734882
785,517.3137916013936
786,-776.1619154057099
787,2990.8756560764245
788,3910.061772707057
789,-194.23418307348146
790,1110.8373894088377
791,3019.9285438883253
792,2241.2596899863806
793,4234.365592797139
794,-1240.1067916476406
795,-2100.661514728193
796,574.6588075188333
797,-439.77171824251343
798,-1325.6447250339656
799,1860.029254785402
800,4493.232804318744
801,1710.1674104532729
802,5121.226539156704
803,461.31958953023917
804,-2131.4184101995447
805,408.6436107156334
806,3208.5703129231124
807,-800.2677118385112
808,3369.866462935444
809,-2166.4469718311807
810,1172.1135740179113
811,2409.7532441827548
812,2119.206745927188
813,2684.4458096545013
814,1869.6441452833092
815,1498.7657017248853
816,736.4331700793822
817,-1981.8268092403403
818,1379.6059039631875
819,3133.5654751771885
820,3208.387904341128
821,592.1827340237577
822,3690.4213366501617
823,4326.074460606956
824,520.8707860527227
825,-1839.8184770971816
826,-1395.5846342489167
827,5159.021269341514
828,1487.068788215407
829,2069.8870772728696
830,263.075687925316
831,401.35496269964335
832,1237.3366989729163
833,-898.4789577349555
834,-1399.4985542066913
835,7736.86893374348
836,819.1107878597318
837,4497.201701790135
838,1907.5073923385655
839,2282.1646948121784
840,3069.9934826273975
841,3214.139997225701
842,-1016.5666983638503
843,1524.9950078310872
844,2481.3973537210413
845,-1865.4904294573716
846,-409.42192967698395
847,1487.221000987773
848,3054.3127637205966
849,3496.430029410132
850,2634.446398459342
851,3009.1458911396926
852,88.58420719870746
853,608.94874928566
854,-1888.3858794235523
855,1326.1107246202323
856,3317.426828625118
857,866.8526853715229
858,-1437.619999336562
859,689.877518095081
860,-119.06568126899481
861,987.4758724209449
862,2074.2483241215023
863,1802.2350779415392
864,-601.54924100331
865,2900.680270347909
866,2386.67315063489
867,2752.192247917459
868,3171.7763289177615
869,2830.2320753841673
870,4507.375913750922
871,1683.4398665926692
872,-598.9518459591753
873,-813.5143016828579
874,-190.83104589509216
875,1599.3171440410824
876,2483.5975723291776
877,-1131.1696697839518
878,2483.5975723291776
879,1354.0371322147148
880,-2073.7812610215515
881,-573.0769465665428
882,793.6848429081732
883,1927.9415725589747
884,18.92776161026607
885,2860.9403908858985
886,4019.3138245469368
887,1686.0183806148084
888,-1907.2182182749286
889,1357.4711550276916
890,2489.0444787050074
891,3017.8613825450675
892,-1091.1248054322052
893,2157.1136114092824
894,3130.3468044936053
895,5092.192440729051
896,-174.2141622099122
897,161.08085506518734
898,-3629.476785532754
899,2149.106888401359
900,-1507.4644088618734
901,-1497.4226600422585
902,-1121.9556673997026
903,130.7832686347221
904,1358.6494927950387
905,-207.87493896366314
906,-529.632019374047
907,3346.2499472612294
908,-1074.898857297546
909,3374.3586174619063
910,4402.128457905421
911,2029.3841222807907
912,1665.7815108915865
913,3311.865860371683
914,2460.0962909101377
915,-1409.1736817271867
916,2741.4670886820763
917,1398.696078172213
918,4177.925396815197
919,1798.2152972120693
920,1111.036885992675
921,2093.761649339787
922,1341.2577847497328
923,1556.8952571337425
924,-118.56042378346403
925,359.06344415017
926,2781.2847248006324
927,-1008.3745214783779
928,2225.6435031186174
929,-962.1399590271355
930,-4225.349410170959
931,1988.1388037751851
932,1624.1402423830325
933,-59.88491854988399
934,-3513.4373904984727
935,2460.312107075481
936,-3009.662985894409
937,261.8261702642064
938,1962.3651261709679
939,3557.726122495205
940,1884.329409648597
941,-29.33644814510535
942,1216.5199907293315
943,3435.5339150522336
944,3548.7149875969444
945,2307.099520596762
946,335.8750563061279
947,867.1748088087429
948,589.9583953592982
949,-1659.9913229020028
950,858.9613043465988
951,3278.168047897632
952,1757.33938097956
953,860.355929280409
954,4637.636298640345
955,-1298.2731253022791
956,262.94113205922986
957,4473.327094438728
958,5486.616579438882
959,720.7916787250024
960,4373.6632419434745
961,3476.463535552928
962,2067.6551267381033
963,2106.02769373581
964,-965.8502011730984
965,2767.0964912335016
966,4829.287948558195
967,4603.080131425033
968,2754.060170353374
969,-1627.9856939777128
970,-1715.0292461804177
971,208.84150083517196
972,-325.7650019508868
973,207.292194992537
974,5486.616579438882
975,4465.05024263767
976,-604.7060129050575
977,994.1355736776981
978,2499.228003209572
979,3007.3026817129876
980,3159.726350860269
981,-254.09703379446591
982,4322.481416656941
983,1673.0914972964626
984,2740.4877993445693
985,158.27024544521302
986,-756.526733508886
987,-839.125101231044
988,2149.064188322225
989,5277.8474292865685
990,185.68413810033704
991,-217.37136857269593
992,4006.953372604153
993,3167.91268943425
994,1448.0114423284804
995,5431.892920311296
996,-1258.2057914974469
997,-99.54394914183672
998,-3318.423061842163
999,1190.6795186970626
1000,330.4390702100156
1001,-922.8919008371065
1002,-737.1024718233783
1003,-1010.0305505063368
1004,1188.902098296946
1005,-524.4892159647721
1006,241.24481509907764
1007,860.355929280409
1008,1298.431402241524
1009,3143.453856194436
1010,1411.8178521844818
1011,-460.1554960202449
1012,740.7601731430099
1013,-405.0949874239476
1014,631.190659563211
1015,687.5469975044068
1016,1069.2360481368548
1017,5949.32335972583
1018,2751.3430902827154
1019,180.4621714410203
1020,3921.5930238561077
1021,2502.4672551826293
1022,347.1270804569137
1023,-1865.4904294573716
1024,2131.1683949167473
1025,4178.298955998383
1026,2735.2760616785718
1027,-1547.2048957744666
1028,5092.192440729051
1029,3412.7285811508477
1030,1694.790727915063
1031,1447.1416527730175
1032,-73.01417792974492
1033,1098.3568823833898
1034,-1319.8431437236586
1035,5520.488056228325
1036,-534.3626175894259
1037,1811.2474175126724
1038,-258.3743540187983
1039,105.70640714162819
1040,-20.988562382026274
1041,3226.3033310825094
1042,-1010.0305505063368
1043,-170.89190114713736
1044,-2413.55802783878
1045,4317.341445115599
1046,3980.5948905797136
1047,184.4259122698316
1048,4065.2510155877344
1049,3879.6848569731146
1050,-142.30948617056015
1051,3637.243197630938
1052,3373.656110930985
1053,4445.882266336074
1054,269.3715042147314
1055,7346.487486955863
1056,-1276.0779191202114
1057,4769.011202623019
1058,340.77137157123303
1059,1673.0914972964626
1060,1120.9234015290353
1061,-1061.2764178154882
1062,2320.821060223865
1063,929.51107638417
1064,2683.959582093613
1065,-2309.7389729121546
1066,951.1781321008009
1067,7.657970737965314
1068,3223.5432941580293
1069,1942.8615000556033
1070,-345.03163842817776
1071,161.08085506518734
1072,1429.711954344469
1073,3269.7438217689537
1074,1441.7973071212464
1075,2958.785240895453
1076,-684.8201510341256
1077,4259.858653431215
1078,-1342.9629532606223
1079,469.94474062116376
1080,1773.3479746962005
1081,3640.418945678881
1082,1358.6494927950387
1083,-370.93325028871607
1084,1413.971187339647
1085,1710.3567650601995
1086,407.3024386008684
1087,-806.8235772720315
1088,2499.228003209572
1089,3663.8693215313697
1090,873.8471102630192
1091,124.99511201982575
1092,2608.334132532962
1093,2373.1933237946682
1094,-129.50652520323777
1095,2868.7038409385536
1096,2653.4086083991774
1097,4121.46411952468
1098,-1289.1588400860549
1099,2566.6689965095843
1100,3873.732427585152
1101,-544.1025948708415
1102,1069.8462136428323
1103,4112.80952193792
1104,1968.79075332374
1105,4218.8057671586275
1106,172.10306895103975
1107,1876.1321144324975
1108,-106.69484959399787
1109,470.7257749618705
1110,1376.2828773301592
1111,247.94467771917266
1112,-2397.235998421817
1113,3042.571553949084
1114,909.0854915764053
1115,1566.7263139503825
1116,-1543.8202535477699
1117,-174.2141622099122
1118,-737.1024718233783
1119,2362.4095383961057
1120,44.68836030297594
1121,4245.513097015267
1122,1414.4770063540523
1123,-3595.8918796640487
1124,2174.967967902464
1125,3537.553961223411
1126,-2286.7027977152943
1127,528.1744611732222
1128,2209.1653304148335
1129,1805.8515290121038
1130,-191.59949719999383
1131,-1966.1716397282428
1132,-2242.7830771343242
1133,166.72545540441882
1134,367.82120375002245
1135,4112.80952193792
1136,1440.3398398754994
1137,569.9969280801887
1138,1794.5676385507873
1139,1582.6004163157693
1140,-43.365434272509205
1141,2010.5760280535985
1142,2007.7447748919305
1143,675.0508907783588
1144,1249.2259997589385
1145,-1259.1423633282718
1146,490.7699049820289
1147,1871.8537725527494
1148,-1066.3789154734882
1149,227.2668810342894
1150,185.88290982471912
1151,7736.86893374348
1152,4402.731729510228
1153,2749.6564541773273
1154,649.0538978521769
1155,-504.8730067530876
1156,3354.7537027201934
1157,175.2454763795889
1158,1917.7651285341708
1159,1834.226980024524
1160,-4172.950031669203
1161,-566.2756207720018
1162,-680.0142140231525
1163,-1299.1405127376222
1164,1878.840151507095
1165,-190.94206715782792
1166,4004.37061762518
1167,1705.5527889960201
1168,471.8705954357779
1169,-1225.3238207920758
1170,932.0671762339706
1171,1177.2908291639628
1172,2157.271066945949
1173,-199.0984685664101
1174,381.68648688557505
1175,3539.896566050629
1176,2859.724775058139
1177,649.0538978521769
1178,869.2360012041745
1179,-703.7585844296998
1180,-520.8169678575675
1181,-2540.7801924818095
1182,923.0200059811444
1183,806.9993423012395
1184,-92.45507333085179
1185,1497.6214794766986
1186,1223.2810998170846
1187,-3706.7184774133175
1188,838.1210178184298
1189,6779.211965186494
1190,2731.824882725535
1191,1641.300999198441
1192,740.0742490518672
1193,565.4755093446079
1194,1575.9164369003001
1195,1002.4830251497342
1196,3168.524842119073
1197,5610.84231504147
1198,1517.0917564175566
1199,3498.229703784165
1200,673.6565377172714
1201,-508.2497629297138
1202,3578.857474428873
1203,1172.1135740179113
1204,1961.5425218571518
1205,-484.913787012236
1206,3190.9672173863837
1207,1716.8947139260076
1208,161.95704747583312
1209,2321.99241165159
1210,-1469.4828954758848
1211,2706.6714703200314
1212,5401.458083882786
1213,2346.1483322529243
1214,854.3427282976713
1215,4902.1046206372175
1216,3023.1917306512432
1217,2306.8582457974694
1218,1425.2123307731702
1219,243.2297690114109
1220,1014.599922892273
1221,-3657.613129215606
1222,3052.705022015079
1223,-839.125101231044
1224,1379.6059039631875
1225,1970.9221816274376
1226,-1681.1961254604148
1227,573.4969271222438
1228,2177.579676960733
1229,2985.3738133586703
1230,-2418.4727328076638
1231,2726.292394337218
1232,3206.375698436241
1233,4209.825023346604
1234,1415.5757532745981
1235,-260.39589337025274
1236,2125.9649869590726
1237,166.72545540441882
1238,-573.4328787906493
1239,1705.764148102477
1240,3423.5883357207404
1241,-471.93096477948745
1242,-1889.0059031507199
1243,1562.281994151063
1244,1263.6302654744898
1245,2656.1609575397583
1246,-2578.7989307106486
1247,3763.9766426725428
1248,914.8439472878927
1249,130.7832686347221
1250,1965.9948142206529
1251,1207.922710799765
1252,-1464.9706074101825
1253,1818.3862463360122
1254,-289.7478295693996
1255,-1028.5305667473488
1256,-119.1356387136127
1257,-365.3267623811189
1258,829.7552105696257
1259,-781.6530021957689
1260,4510.784292634385
1261,3040.5799380092108
1262,2423.107433181723
1263,544.3112364566864
1264,3633.738840877622
1265,4001.224357219352
1266,4378.629593206996
1267,-1297.8521378778664
1268,6237.1113784768995
1269,3024.233026194978
1270,-1395.5846342489167
1271,-115.0113499986833
1272,2089.931020138627
1273,2784.301963246317
1274,1265.9391085028915
1275,2180.655696792325
1276,4427.735716417842
1277,2502.4672551826293
1278,1292.079600965989
1279,3373.656110930985
1280,1475.6039305788397
1281,-86.7883079080684
1282,-1291.2043495169523
1283,-939.7935780911258
1284,47.99457544729387
1285,670.2788305346561
1286,2726.9009195783833
